numéro,pays,ligue,année,clubs,liens
1820082,Pologne I,Liga,2024-2025,Ruch Chorzow Arka Gdynia,/matches/1820082/live/pologne-i-liga-2024-2025-ruch-chorzow-arka-gdynia
1820083,Pologne I,Liga,2024-2025,Wisla Krakow Gornik Leczna,/matches/1820083/live/pologne-i-liga-2024-2025-wisla-krakow-gornik-leczna
1820084,Pologne I,Liga,2024-2025,Pogon Siedlce Wisla Plock,/matches/1820084/live/pologne-i-liga-2024-2025-pogon-siedlce-wisla-plock
1820085,Pologne I,Liga,2024-2025,Polonia Warszawa Kotwica Kolobrzeg,/matches/1820085/live/pologne-i-liga-2024-2025-polonia-warszawa-kotwica-kolobrzeg
1820086,Pologne I,Liga,2024-2025,Lks Lodz Warta Poznan,/matches/1820086/live/pologne-i-liga-2024-2025-lks-lodz-warta-poznan
1820137,Bulgarie A,Pfg,2024-2025,Cherno More Varna Cska 1948,/matches/1820137/live/bulgarie-a-pfg-2024-2025-cherno-more-varna-cska-1948
1820138,Bulgarie A,Pfg,2024-2025,Septemvri Sofia Beroe,/matches/1820138/live/bulgarie-a-pfg-2024-2025-septemvri-sofia-beroe
1820139,Bulgarie A,Pfg,2024-2025,Pfc Lokomotiv Sofia 1929 Levski Sofia,/matches/1820139/live/bulgarie-a-pfg-2024-2025-pfc-lokomotiv-sofia-1929-levski-sofia
1820140,Bulgarie A,Pfg,2024-2025,Botev Vratsa Botev Plovdiv,/matches/1820140/live/bulgarie-a-pfg-2024-2025-botev-vratsa-botev-plovdiv
1820141,Bulgarie A,Pfg,2024-2025,Lokomotiv Plovdiv Arda Kardzhali,/matches/1820141/live/bulgarie-a-pfg-2024-2025-lokomotiv-plovdiv-arda-kardzhali
1820142,Bulgarie A,Pfg,2024-2025,Krumovgrad Slavia Sofia,/matches/1820142/live/bulgarie-a-pfg-2024-2025-krumovgrad-slavia-sofia
1820143,Bulgarie A,Pfg,2024-2025,Ludogorets Razgrad Cska Sofia,/matches/1820143/live/bulgarie-a-pfg-2024-2025-ludogorets-razgrad-cska-sofia
1820144,Bulgarie A,Pfg,2024-2025,Hebar Spartak Varna,/matches/1820144/live/bulgarie-a-pfg-2024-2025-hebar-spartak-varna
1820145,Bulgarie A,Pfg,2024-2025,Cska 1948 Spartak Varna,/matches/1820145/live/bulgarie-a-pfg-2024-2025-cska-1948-spartak-varna
1820146,Bulgarie A,Pfg,2024-2025,Cska Sofia Hebar,/matches/1820146/live/bulgarie-a-pfg-2024-2025-cska-sofia-hebar
1820147,Bulgarie A,Pfg,2024-2025,Septemvri Sofia Cska 1948,/matches/1820147/live/bulgarie-a-pfg-2024-2025-septemvri-sofia-cska-1948
1820148,Bulgarie A,Pfg,2024-2025,Slavia Sofia Ludogorets Razgrad,/matches/1820148/live/bulgarie-a-pfg-2024-2025-slavia-sofia-ludogorets-razgrad
1820149,Bulgarie A,Pfg,2024-2025,Pfc Lokomotiv Sofia 1929 Cherno More Varna,/matches/1820149/live/bulgarie-a-pfg-2024-2025-pfc-lokomotiv-sofia-1929-cherno-more-varna
1820150,Bulgarie A,Pfg,2024-2025,Botev Vratsa Beroe,/matches/1820150/live/bulgarie-a-pfg-2024-2025-botev-vratsa-beroe
1820151,Bulgarie A,Pfg,2024-2025,Arda Kardzhali Krumovgrad,/matches/1820151/live/bulgarie-a-pfg-2024-2025-arda-kardzhali-krumovgrad
1820152,Bulgarie A,Pfg,2024-2025,Lokomotiv Plovdiv Levski Sofia,/matches/1820152/live/bulgarie-a-pfg-2024-2025-lokomotiv-plovdiv-levski-sofia
1820153,Bulgarie A,Pfg,2024-2025,Botev Plovdiv Lokomotiv Plovdiv,/matches/1820153/live/bulgarie-a-pfg-2024-2025-botev-plovdiv-lokomotiv-plovdiv
1820154,Bulgarie A,Pfg,2024-2025,Ludogorets Razgrad Arda Kardzhali,/matches/1820154/live/bulgarie-a-pfg-2024-2025-ludogorets-razgrad-arda-kardzhali
1820155,Bulgarie A,Pfg,2024-2025,Levski Sofia Botev Vratsa,/matches/1820155/live/bulgarie-a-pfg-2024-2025-levski-sofia-botev-vratsa
1820156,Bulgarie A,Pfg,2024-2025,Hebar Slavia Sofia,/matches/1820156/live/bulgarie-a-pfg-2024-2025-hebar-slavia-sofia
1820157,Bulgarie A,Pfg,2024-2025,Beroe Pfc Lokomotiv Sofia 1929,/matches/1820157/live/bulgarie-a-pfg-2024-2025-beroe-pfc-lokomotiv-sofia-1929
1820158,Bulgarie A,Pfg,2024-2025,Spartak Varna Cska Sofia,/matches/1820158/live/bulgarie-a-pfg-2024-2025-spartak-varna-cska-sofia
1820159,Bulgarie A,Pfg,2024-2025,Cherno More Varna Septemvri Sofia,/matches/1820159/live/bulgarie-a-pfg-2024-2025-cherno-more-varna-septemvri-sofia
1820160,Bulgarie A,Pfg,2024-2025,Cska 1948 Cska Sofia,/matches/1820160/live/bulgarie-a-pfg-2024-2025-cska-1948-cska-sofia
1820161,Bulgarie A,Pfg,2024-2025,Slavia Sofia Spartak Varna,/matches/1820161/live/bulgarie-a-pfg-2024-2025-slavia-sofia-spartak-varna
1820162,Bulgarie A,Pfg,2024-2025,Arda Kardzhali Hebar,/matches/1820162/live/bulgarie-a-pfg-2024-2025-arda-kardzhali-hebar
1820163,Bulgarie A,Pfg,2024-2025,Botev Plovdiv Ludogorets Razgrad,/matches/1820163/live/bulgarie-a-pfg-2024-2025-botev-plovdiv-ludogorets-razgrad
1820164,Bulgarie A,Pfg,2024-2025,Levski Sofia Krumovgrad,/matches/1820164/live/bulgarie-a-pfg-2024-2025-levski-sofia-krumovgrad
1820165,Bulgarie A,Pfg,2024-2025,Beroe Lokomotiv Plovdiv,/matches/1820165/live/bulgarie-a-pfg-2024-2025-beroe-lokomotiv-plovdiv
1820166,Bulgarie A,Pfg,2024-2025,Krumovgrad Botev Plovdiv,/matches/1820166/live/bulgarie-a-pfg-2024-2025-krumovgrad-botev-plovdiv
1820167,Bulgarie A,Pfg,2024-2025,Cherno More Varna Botev Vratsa,/matches/1820167/live/bulgarie-a-pfg-2024-2025-cherno-more-varna-botev-vratsa
1820168,Bulgarie A,Pfg,2024-2025,Septemvri Sofia Pfc Lokomotiv Sofia 1929,/matches/1820168/live/bulgarie-a-pfg-2024-2025-septemvri-sofia-pfc-lokomotiv-sofia-1929
1820169,Bulgarie A,Pfg,2024-2025,Pfc Lokomotiv Sofia 1929 Cska 1948,/matches/1820169/live/bulgarie-a-pfg-2024-2025-pfc-lokomotiv-sofia-1929-cska-1948
1820170,Bulgarie A,Pfg,2024-2025,Botev Vratsa Septemvri Sofia,/matches/1820170/live/bulgarie-a-pfg-2024-2025-botev-vratsa-septemvri-sofia
1820171,Bulgarie A,Pfg,2024-2025,Lokomotiv Plovdiv Cherno More Varna,/matches/1820171/live/bulgarie-a-pfg-2024-2025-lokomotiv-plovdiv-cherno-more-varna
1820172,Bulgarie A,Pfg,2024-2025,Krumovgrad Beroe,/matches/1820172/live/bulgarie-a-pfg-2024-2025-krumovgrad-beroe
1820173,Bulgarie A,Pfg,2024-2025,Ludogorets Razgrad Levski Sofia,/matches/1820173/live/bulgarie-a-pfg-2024-2025-ludogorets-razgrad-levski-sofia
1820174,Bulgarie A,Pfg,2024-2025,Hebar Botev Plovdiv,/matches/1820174/live/bulgarie-a-pfg-2024-2025-hebar-botev-plovdiv
1820175,Bulgarie A,Pfg,2024-2025,Spartak Varna Arda Kardzhali,/matches/1820175/live/bulgarie-a-pfg-2024-2025-spartak-varna-arda-kardzhali
1820176,Bulgarie A,Pfg,2024-2025,Cska Sofia Slavia Sofia,/matches/1820176/live/bulgarie-a-pfg-2024-2025-cska-sofia-slavia-sofia
1820177,Bulgarie A,Pfg,2024-2025,Cska 1948 Slavia Sofia,/matches/1820177/live/bulgarie-a-pfg-2024-2025-cska-1948-slavia-sofia
1820178,Bulgarie A,Pfg,2024-2025,Arda Kardzhali Cska Sofia,/matches/1820178/live/bulgarie-a-pfg-2024-2025-arda-kardzhali-cska-sofia
1820179,Bulgarie A,Pfg,2024-2025,Botev Plovdiv Spartak Varna,/matches/1820179/live/bulgarie-a-pfg-2024-2025-botev-plovdiv-spartak-varna
1820180,Bulgarie A,Pfg,2024-2025,Beroe Ludogorets Razgrad,/matches/1820180/live/bulgarie-a-pfg-2024-2025-beroe-ludogorets-razgrad
1820181,Bulgarie A,Pfg,2024-2025,Cherno More Varna Krumovgrad,/matches/1820181/live/bulgarie-a-pfg-2024-2025-cherno-more-varna-krumovgrad
1820182,Bulgarie A,Pfg,2024-2025,Levski Sofia Hebar,/matches/1820182/live/bulgarie-a-pfg-2024-2025-levski-sofia-hebar
1820183,Bulgarie A,Pfg,2024-2025,Septemvri Sofia Lokomotiv Plovdiv,/matches/1820183/live/bulgarie-a-pfg-2024-2025-septemvri-sofia-lokomotiv-plovdiv
1820184,Bulgarie A,Pfg,2024-2025,Pfc Lokomotiv Sofia 1929 Botev Vratsa,/matches/1820184/live/bulgarie-a-pfg-2024-2025-pfc-lokomotiv-sofia-1929-botev-vratsa
1820185,Bulgarie A,Pfg,2024-2025,Cska Sofia Botev Plovdiv,/matches/1820185/live/bulgarie-a-pfg-2024-2025-cska-sofia-botev-plovdiv
1820186,Bulgarie A,Pfg,2024-2025,Cherno More Varna Hebar,/matches/1820186/live/bulgarie-a-pfg-2024-2025-cherno-more-varna-hebar
1820187,Bulgarie A,Pfg,2024-2025,Spartak Varna Cherno More Varna,/matches/1820187/live/bulgarie-a-pfg-2024-2025-spartak-varna-cherno-more-varna
1820188,Bulgarie A,Pfg,2024-2025,Botev Vratsa Cska 1948,/matches/1820188/live/bulgarie-a-pfg-2024-2025-botev-vratsa-cska-1948
1820189,Bulgarie A,Pfg,2024-2025,Lokomotiv Plovdiv Pfc Lokomotiv Sofia 1929,/matches/1820189/live/bulgarie-a-pfg-2024-2025-lokomotiv-plovdiv-pfc-lokomotiv-sofia-1929
1820190,Bulgarie A,Pfg,2024-2025,Krumovgrad Septemvri Sofia,/matches/1820190/live/bulgarie-a-pfg-2024-2025-krumovgrad-septemvri-sofia
1820191,Bulgarie A,Pfg,2024-2025,Ludogorets Razgrad Cherno More Varna,/matches/1820191/live/bulgarie-a-pfg-2024-2025-ludogorets-razgrad-cherno-more-varna
1820192,Bulgarie A,Pfg,2024-2025,Hebar Beroe,/matches/1820192/live/bulgarie-a-pfg-2024-2025-hebar-beroe
1820193,Bulgarie A,Pfg,2024-2025,Spartak Varna Levski Sofia,/matches/1820193/live/bulgarie-a-pfg-2024-2025-spartak-varna-levski-sofia
1820194,Bulgarie A,Pfg,2024-2025,Slavia Sofia Arda Kardzhali,/matches/1820194/live/bulgarie-a-pfg-2024-2025-slavia-sofia-arda-kardzhali
1820195,Bulgarie A,Pfg,2024-2025,Cska 1948 Arda Kardzhali,/matches/1820195/live/bulgarie-a-pfg-2024-2025-cska-1948-arda-kardzhali
1820196,Bulgarie A,Pfg,2024-2025,Botev Plovdiv Slavia Sofia,/matches/1820196/live/bulgarie-a-pfg-2024-2025-botev-plovdiv-slavia-sofia
1820197,Bulgarie A,Pfg,2024-2025,Levski Sofia Cska Sofia,/matches/1820197/live/bulgarie-a-pfg-2024-2025-levski-sofia-cska-sofia
1820198,Bulgarie A,Pfg,2024-2025,Beroe Spartak Varna,/matches/1820198/live/bulgarie-a-pfg-2024-2025-beroe-spartak-varna
1820199,Bulgarie A,Pfg,2024-2025,Septemvri Sofia Ludogorets Razgrad,/matches/1820199/live/bulgarie-a-pfg-2024-2025-septemvri-sofia-ludogorets-razgrad
1820200,Bulgarie A,Pfg,2024-2025,Pfc Lokomotiv Sofia 1929 Krumovgrad,/matches/1820200/live/bulgarie-a-pfg-2024-2025-pfc-lokomotiv-sofia-1929-krumovgrad
1820201,Bulgarie A,Pfg,2024-2025,Botev Vratsa Lokomotiv Plovdiv,/matches/1820201/live/bulgarie-a-pfg-2024-2025-botev-vratsa-lokomotiv-plovdiv
1820202,Bulgarie A,Pfg,2024-2025,Lokomotiv Plovdiv Cska 1948,/matches/1820202/live/bulgarie-a-pfg-2024-2025-lokomotiv-plovdiv-cska-1948
1820203,Bulgarie A,Pfg,2024-2025,Krumovgrad Botev Vratsa,/matches/1820203/live/bulgarie-a-pfg-2024-2025-krumovgrad-botev-vratsa
1820204,Bulgarie A,Pfg,2024-2025,Ludogorets Razgrad Pfc Lokomotiv Sofia 1929,/matches/1820204/live/bulgarie-a-pfg-2024-2025-ludogorets-razgrad-pfc-lokomotiv-sofia-1929
1820205,Bulgarie A,Pfg,2024-2025,Hebar Septemvri Sofia,/matches/1820205/live/bulgarie-a-pfg-2024-2025-hebar-septemvri-sofia
1820206,Bulgarie A,Pfg,2024-2025,Cska Sofia Beroe,/matches/1820206/live/bulgarie-a-pfg-2024-2025-cska-sofia-beroe
1820207,Bulgarie A,Pfg,2024-2025,Slavia Sofia Levski Sofia,/matches/1820207/live/bulgarie-a-pfg-2024-2025-slavia-sofia-levski-sofia
1820208,Bulgarie A,Pfg,2024-2025,Arda Kardzhali Botev Plovdiv,/matches/1820208/live/bulgarie-a-pfg-2024-2025-arda-kardzhali-botev-plovdiv
1820209,Bulgarie A,Pfg,2024-2025,Cska 1948 Botev Plovdiv,/matches/1820209/live/bulgarie-a-pfg-2024-2025-cska-1948-botev-plovdiv
1820210,Bulgarie A,Pfg,2024-2025,Levski Sofia Arda Kardzhali,/matches/1820210/live/bulgarie-a-pfg-2024-2025-levski-sofia-arda-kardzhali
1820211,Bulgarie A,Pfg,2024-2025,Beroe Slavia Sofia,/matches/1820211/live/bulgarie-a-pfg-2024-2025-beroe-slavia-sofia
1820212,Bulgarie A,Pfg,2024-2025,Cherno More Varna Cska Sofia,/matches/1820212/live/bulgarie-a-pfg-2024-2025-cherno-more-varna-cska-sofia
1820213,Bulgarie A,Pfg,2024-2025,Septemvri Sofia Spartak Varna,/matches/1820213/live/bulgarie-a-pfg-2024-2025-septemvri-sofia-spartak-varna
1820214,Bulgarie A,Pfg,2024-2025,Pfc Lokomotiv Sofia 1929 Hebar,/matches/1820214/live/bulgarie-a-pfg-2024-2025-pfc-lokomotiv-sofia-1929-hebar
1820215,Bulgarie A,Pfg,2024-2025,Botev Vratsa Ludogorets Razgrad,/matches/1820215/live/bulgarie-a-pfg-2024-2025-botev-vratsa-ludogorets-razgrad
1820216,Bulgarie A,Pfg,2024-2025,Lokomotiv Plovdiv Krumovgrad,/matches/1820216/live/bulgarie-a-pfg-2024-2025-lokomotiv-plovdiv-krumovgrad
1820217,Bulgarie A,Pfg,2024-2025,Krumovgrad Cska 1948,/matches/1820217/live/bulgarie-a-pfg-2024-2025-krumovgrad-cska-1948
1820218,Bulgarie A,Pfg,2024-2025,Ludogorets Razgrad Lokomotiv Plovdiv,/matches/1820218/live/bulgarie-a-pfg-2024-2025-ludogorets-razgrad-lokomotiv-plovdiv
1820219,Bulgarie A,Pfg,2024-2025,Hebar Botev Vratsa,/matches/1820219/live/bulgarie-a-pfg-2024-2025-hebar-botev-vratsa
1820220,Bulgarie A,Pfg,2024-2025,Spartak Varna Pfc Lokomotiv Sofia 1929,/matches/1820220/live/bulgarie-a-pfg-2024-2025-spartak-varna-pfc-lokomotiv-sofia-1929
1820221,Bulgarie A,Pfg,2024-2025,Cska Sofia Septemvri Sofia,/matches/1820221/live/bulgarie-a-pfg-2024-2025-cska-sofia-septemvri-sofia
1820222,Bulgarie A,Pfg,2024-2025,Slavia Sofia Cherno More Varna,/matches/1820222/live/bulgarie-a-pfg-2024-2025-slavia-sofia-cherno-more-varna
1820223,Bulgarie A,Pfg,2024-2025,Arda Kardzhali Beroe,/matches/1820223/live/bulgarie-a-pfg-2024-2025-arda-kardzhali-beroe
1820224,Bulgarie A,Pfg,2024-2025,Botev Plovdiv Levski Sofia,/matches/1820224/live/bulgarie-a-pfg-2024-2025-botev-plovdiv-levski-sofia
1820225,Bulgarie A,Pfg,2024-2025,Pfc Lokomotiv Sofia 1929 Ludogorets Razgrad,/matches/1820225/live/bulgarie-a-pfg-2024-2025-pfc-lokomotiv-sofia-1929-ludogorets-razgrad
1820226,Bulgarie A,Pfg,2024-2025,Cska 1948 Lokomotiv Plovdiv,/matches/1820226/live/bulgarie-a-pfg-2024-2025-cska-1948-lokomotiv-plovdiv
1820227,Bulgarie A,Pfg,2024-2025,Cska 1948 Levski Sofia,/matches/1820227/live/bulgarie-a-pfg-2024-2025-cska-1948-levski-sofia
1820228,Bulgarie A,Pfg,2024-2025,Septemvri Sofia Hebar,/matches/1820228/live/bulgarie-a-pfg-2024-2025-septemvri-sofia-hebar
1820229,Bulgarie A,Pfg,2024-2025,Botev Vratsa Krumovgrad,/matches/1820229/live/bulgarie-a-pfg-2024-2025-botev-vratsa-krumovgrad
1820230,Bulgarie A,Pfg,2024-2025,Slavia Sofia Lokomotiv Plovdiv,/matches/1820230/live/bulgarie-a-pfg-2024-2025-slavia-sofia-lokomotiv-plovdiv
1820231,Bulgarie A,Pfg,2024-2025,Beroe Botev Plovdiv,/matches/1820231/live/bulgarie-a-pfg-2024-2025-beroe-botev-plovdiv
1820232,Bulgarie A,Pfg,2024-2025,Pfc Lokomotiv Sofia 1929 Septemvri Sofia,/matches/1820232/live/bulgarie-a-pfg-2024-2025-pfc-lokomotiv-sofia-1929-septemvri-sofia
1820233,Bulgarie A,Pfg,2024-2025,Arda Kardzhali Botev Vratsa,/matches/1820233/live/bulgarie-a-pfg-2024-2025-arda-kardzhali-botev-vratsa
1820234,Bulgarie A,Pfg,2024-2025,Cherno More Varna Arda Kardzhali,/matches/1820234/live/bulgarie-a-pfg-2024-2025-cherno-more-varna-arda-kardzhali
1820235,Bulgarie A,Pfg,2024-2025,Cska 1948 Pfc Lokomotiv Sofia 1929,/matches/1820235/live/bulgarie-a-pfg-2024-2025-cska-1948-pfc-lokomotiv-sofia-1929
1820236,Bulgarie A,Pfg,2024-2025,Septemvri Sofia Botev Vratsa,/matches/1820236/live/bulgarie-a-pfg-2024-2025-septemvri-sofia-botev-vratsa
1820237,Bulgarie A,Pfg,2024-2025,Septemvri Sofia Slavia Sofia,/matches/1820237/live/bulgarie-a-pfg-2024-2025-septemvri-sofia-slavia-sofia
1820238,Bulgarie A,Pfg,2024-2025,Botev Plovdiv Pfc Lokomotiv Sofia 1929,/matches/1820238/live/bulgarie-a-pfg-2024-2025-botev-plovdiv-pfc-lokomotiv-sofia-1929
1820239,Bulgarie A,Pfg,2024-2025,Cherno More Varna Lokomotiv Plovdiv,/matches/1820239/live/bulgarie-a-pfg-2024-2025-cherno-more-varna-lokomotiv-plovdiv
1820240,Bulgarie A,Pfg,2024-2025,Pfc Lokomotiv Sofia 1929 Cska Sofia,/matches/1820240/live/bulgarie-a-pfg-2024-2025-pfc-lokomotiv-sofia-1929-cska-sofia
1820241,Bulgarie A,Pfg,2024-2025,Levski Sofia Septemvri Sofia,/matches/1820241/live/bulgarie-a-pfg-2024-2025-levski-sofia-septemvri-sofia
1820242,Bulgarie A,Pfg,2024-2025,Botev Vratsa Spartak Varna,/matches/1820242/live/bulgarie-a-pfg-2024-2025-botev-vratsa-spartak-varna
1820243,Bulgarie A,Pfg,2024-2025,Beroe Krumovgrad,/matches/1820243/live/bulgarie-a-pfg-2024-2025-beroe-krumovgrad
1820244,Bulgarie A,Pfg,2024-2025,Lokomotiv Plovdiv Hebar,/matches/1820244/live/bulgarie-a-pfg-2024-2025-lokomotiv-plovdiv-hebar
1820245,Bulgarie A,Pfg,2024-2025,Beroe Cherno More Varna,/matches/1820245/live/bulgarie-a-pfg-2024-2025-beroe-cherno-more-varna
1820246,Bulgarie A,Pfg,2024-2025,Levski Sofia Ludogorets Razgrad,/matches/1820246/live/bulgarie-a-pfg-2024-2025-levski-sofia-ludogorets-razgrad
1820247,Bulgarie A,Pfg,2024-2025,Krumovgrad Ludogorets Razgrad,/matches/1820247/live/bulgarie-a-pfg-2024-2025-krumovgrad-ludogorets-razgrad
1820248,Bulgarie A,Pfg,2024-2025,Cska 1948 Cherno More Varna,/matches/1820248/live/bulgarie-a-pfg-2024-2025-cska-1948-cherno-more-varna
1820249,Bulgarie A,Pfg,2024-2025,Ludogorets Razgrad Cska 1948,/matches/1820249/live/bulgarie-a-pfg-2024-2025-ludogorets-razgrad-cska-1948
1820250,Bulgarie A,Pfg,2024-2025,Beroe Septemvri Sofia,/matches/1820250/live/bulgarie-a-pfg-2024-2025-beroe-septemvri-sofia
1820251,Bulgarie A,Pfg,2024-2025,Hebar Krumovgrad,/matches/1820251/live/bulgarie-a-pfg-2024-2025-hebar-krumovgrad
1820252,Bulgarie A,Pfg,2024-2025,Botev Plovdiv Hebar,/matches/1820252/live/bulgarie-a-pfg-2024-2025-botev-plovdiv-hebar
1820253,Bulgarie A,Pfg,2024-2025,Levski Sofia Pfc Lokomotiv Sofia 1929,/matches/1820253/live/bulgarie-a-pfg-2024-2025-levski-sofia-pfc-lokomotiv-sofia-1929
1820254,Bulgarie A,Pfg,2024-2025,Arda Kardzhali Spartak Varna,/matches/1820254/live/bulgarie-a-pfg-2024-2025-arda-kardzhali-spartak-varna
1820255,Bulgarie A,Pfg,2024-2025,Spartak Varna Lokomotiv Plovdiv,/matches/1820255/live/bulgarie-a-pfg-2024-2025-spartak-varna-lokomotiv-plovdiv
1820256,Bulgarie A,Pfg,2024-2025,Slavia Sofia Cska Sofia,/matches/1820256/live/bulgarie-a-pfg-2024-2025-slavia-sofia-cska-sofia
1820257,Bulgarie A,Pfg,2024-2025,Botev Plovdiv Botev Vratsa,/matches/1820257/live/bulgarie-a-pfg-2024-2025-botev-plovdiv-botev-vratsa
1820258,Bulgarie A,Pfg,2024-2025,Cska Sofia Botev Vratsa,/matches/1820258/live/bulgarie-a-pfg-2024-2025-cska-sofia-botev-vratsa
1820259,Bulgarie A,Pfg,2024-2025,Arda Kardzhali Lokomotiv Plovdiv,/matches/1820259/live/bulgarie-a-pfg-2024-2025-arda-kardzhali-lokomotiv-plovdiv
1820260,Bulgarie A,Pfg,2024-2025,Slavia Sofia Pfc Lokomotiv Sofia 1929,/matches/1820260/live/bulgarie-a-pfg-2024-2025-slavia-sofia-pfc-lokomotiv-sofia-1929
1820261,Bulgarie A,Pfg,2024-2025,Slavia Sofia Krumovgrad,/matches/1820261/live/bulgarie-a-pfg-2024-2025-slavia-sofia-krumovgrad
1820262,Bulgarie A,Pfg,2024-2025,Arda Kardzhali Septemvri Sofia,/matches/1820262/live/bulgarie-a-pfg-2024-2025-arda-kardzhali-septemvri-sofia
1820263,Bulgarie A,Pfg,2024-2025,Cska Sofia Ludogorets Razgrad,/matches/1820263/live/bulgarie-a-pfg-2024-2025-cska-sofia-ludogorets-razgrad
1820264,Bulgarie A,Pfg,2024-2025,Botev Plovdiv Cherno More Varna,/matches/1820264/live/bulgarie-a-pfg-2024-2025-botev-plovdiv-cherno-more-varna
1820265,Bulgarie A,Pfg,2024-2025,Spartak Varna Hebar,/matches/1820265/live/bulgarie-a-pfg-2024-2025-spartak-varna-hebar
1820266,Bulgarie A,Pfg,2024-2025,Levski Sofia Beroe,/matches/1820266/live/bulgarie-a-pfg-2024-2025-levski-sofia-beroe
1820267,Bulgarie A,Pfg,2024-2025,Spartak Varna Ludogorets Razgrad,/matches/1820267/live/bulgarie-a-pfg-2024-2025-spartak-varna-ludogorets-razgrad
1820268,Bulgarie A,Pfg,2024-2025,Hebar Cska 1948,/matches/1820268/live/bulgarie-a-pfg-2024-2025-hebar-cska-1948
1820269,Bulgarie A,Pfg,2024-2025,Ludogorets Razgrad Hebar,/matches/1820269/live/bulgarie-a-pfg-2024-2025-ludogorets-razgrad-hebar
1820270,Bulgarie A,Pfg,2024-2025,Krumovgrad Spartak Varna,/matches/1820270/live/bulgarie-a-pfg-2024-2025-krumovgrad-spartak-varna
1820271,Bulgarie A,Pfg,2024-2025,Lokomotiv Plovdiv Cska Sofia,/matches/1820271/live/bulgarie-a-pfg-2024-2025-lokomotiv-plovdiv-cska-sofia
1820272,Bulgarie A,Pfg,2024-2025,Botev Vratsa Slavia Sofia,/matches/1820272/live/bulgarie-a-pfg-2024-2025-botev-vratsa-slavia-sofia
1820281,Bulgarie A,Pfg,2024-2025,Septemvri Sofia Botev Plovdiv,/matches/1820281/live/bulgarie-a-pfg-2024-2025-septemvri-sofia-botev-plovdiv
1820282,Bulgarie A,Pfg,2024-2025,Cska 1948 Beroe,/matches/1820282/live/bulgarie-a-pfg-2024-2025-cska-1948-beroe
1820283,Bulgarie A,Pfg,2024-2025,Pfc Lokomotiv Sofia 1929 Arda Kardzhali,/matches/1820283/live/bulgarie-a-pfg-2024-2025-pfc-lokomotiv-sofia-1929-arda-kardzhali
1820284,Bulgarie A,Pfg,2024-2025,Cherno More Varna Levski Sofia,/matches/1820284/live/bulgarie-a-pfg-2024-2025-cherno-more-varna-levski-sofia
1820301,Bulgarie A,Pfg,2024-2025,Krumovgrad Lokomotiv Plovdiv,/matches/1820301/live/bulgarie-a-pfg-2024-2025-krumovgrad-lokomotiv-plovdiv
1820302,Bulgarie A,Pfg,2024-2025,Ludogorets Razgrad Botev Vratsa,/matches/1820302/live/bulgarie-a-pfg-2024-2025-ludogorets-razgrad-botev-vratsa
1820303,Bulgarie A,Pfg,2024-2025,Hebar Pfc Lokomotiv Sofia 1929,/matches/1820303/live/bulgarie-a-pfg-2024-2025-hebar-pfc-lokomotiv-sofia-1929
1820304,Bulgarie A,Pfg,2024-2025,Spartak Varna Septemvri Sofia,/matches/1820304/live/bulgarie-a-pfg-2024-2025-spartak-varna-septemvri-sofia
1820305,Bulgarie A,Pfg,2024-2025,Slavia Sofia Beroe,/matches/1820305/live/bulgarie-a-pfg-2024-2025-slavia-sofia-beroe
1820306,Bulgarie A,Pfg,2024-2025,Cska Sofia Cherno More Varna,/matches/1820306/live/bulgarie-a-pfg-2024-2025-cska-sofia-cherno-more-varna
1820307,Bulgarie A,Pfg,2024-2025,Arda Kardzhali Levski Sofia,/matches/1820307/live/bulgarie-a-pfg-2024-2025-arda-kardzhali-levski-sofia
1820308,Bulgarie A,Pfg,2024-2025,Botev Plovdiv Cska 1948,/matches/1820308/live/bulgarie-a-pfg-2024-2025-botev-plovdiv-cska-1948
1820317,Bulgarie A,Pfg,2024-2025,Levski Sofia Slavia Sofia,/matches/1820317/live/bulgarie-a-pfg-2024-2025-levski-sofia-slavia-sofia
1820319,Bulgarie A,Pfg,2024-2025,Beroe Cska Sofia,/matches/1820319/live/bulgarie-a-pfg-2024-2025-beroe-cska-sofia
1820320,Bulgarie A,Pfg,2024-2025,Botev Plovdiv Arda Kardzhali,/matches/1820320/live/bulgarie-a-pfg-2024-2025-botev-plovdiv-arda-kardzhali
1820328,Bulgarie A,Pfg,2024-2025,Cherno More Varna Spartak Varna,/matches/1820328/live/bulgarie-a-pfg-2024-2025-cherno-more-varna-spartak-varna
1820329,Bulgarie A,Pfg,2024-2025,Spartak Varna Cska 1948,/matches/1820329/live/bulgarie-a-pfg-2024-2025-spartak-varna-cska-1948
1820330,Bulgarie A,Pfg,2024-2025,Hebar Cska Sofia,/matches/1820330/live/bulgarie-a-pfg-2024-2025-hebar-cska-sofia
1820331,Bulgarie A,Pfg,2024-2025,Ludogorets Razgrad Slavia Sofia,/matches/1820331/live/bulgarie-a-pfg-2024-2025-ludogorets-razgrad-slavia-sofia
1820332,Bulgarie A,Pfg,2024-2025,Lokomotiv Plovdiv Botev Plovdiv,/matches/1820332/live/bulgarie-a-pfg-2024-2025-lokomotiv-plovdiv-botev-plovdiv
1820333,Bulgarie A,Pfg,2024-2025,Botev Vratsa Levski Sofia,/matches/1820333/live/bulgarie-a-pfg-2024-2025-botev-vratsa-levski-sofia
